Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
196;3,01732885528205E+25;2,52528982545983E+24;122,3119;17,44434;13;407,2993;False
197;6,40812161358484E+24;1,03658211971528E+24;93,88672;17,94092;13;406,9053;False
198;1,18828817880572E+25;1,30024521122669E+24;80,05929;10,04297;13;407,2993;False
199;1,41992336767853E+25;1,62714653528313E+24;95,52831;13,68848;13;407,2993;False
200;4,44173847111931E+24;1,0114676638203E+24;66,7044;9,918945;13;408,9712;False
201;8,41082927743527E+24;2,32918896686008E+24;78,27576;10,9082;13;407,3901;False
202;9,98697500778598E+24;1,72062704489191E+24;77,31914;9,938965;13;406,7099;False
203;2,54673581189205E+25;2,0782943905381E+24;99,14529;11,83789;13;405,7869;False
204;8,64888047448122E+24;9,4758343220516E+23;75,10818;9,841797;13;405,9154;False
205;2,94570147390357E+24;6,52389480852786E+23;62,7562;10,09863;13;405,9154;False
206;9,69319216166808E+24;1,3850306832223E+24;85,36346;12,44824;13;407,5297;False
207;5,35303622081388E+25;3,97130597999199E+24;137,3193;17,9165;13;406,0894;False
208;5,51306599146287E+24;7,10157638892376E+23;84,71809;15,22461;13;407,2318;False
209;4,58537577323151E+24;9,35530754927732E+23;74,92323;12,51172;13;406,7855;False
210;3,46376588730753E+24;5,61147489502949E+23;68,83551;11,63867;13;407,545;False
211;8,80587148992053E+24;8,15259320797812E+23;94,81651;16,20508;13;407,545;False
212;3,02457139288184E+24;7,05524441272341E+23;65,99586;11,22266;13;408,2917;False
213;9,2532471153429E+24;1,38653012173413E+24;79,65002;10,90332;13;406,8724;False
214;2,60665665889706E+24;6,63299886808057E+23;61,37882;10,15771;13;408,1652;False
215;1,14454057231341E+25;9,90527275378093E+23;91,2534;13,50537;13;408,1652;False
216;2,92723109493901E+24;5,97355298923382E+23;81,86847;18,16748;13;406,8172;False
217;4,84858314104723E+24;7,86967934703921E+23;82,86562;15,24219;13;406,8172;False
218;2,02477054622333E+24;6,07336563223552E+23;70,6748;15,28369;13;408,0298;False
219;3,01529268061276E+24;6,09145294387344E+23;76,79107;15,5376;13;405,8867;False
220;3,66946351286083E+24;9,14538910288854E+23;78,22948;14,96484;13;405,8867;False
221;1,04764374562733E+25;1,57820559975771E+24;94,76115;15,02148;13;405,0529;False
222;5,10716729362948E+24;8,76490012122606E+23;83,9342;15,3667;13;407,0429;False
223;4,17706862237499E+24;6,42703281253352E+23;79,8953;14,92773;13;406,8251;False
224;5,74284440025252E+24;8,51109883993214E+23;107,6532;25,50391;13;408,4603;False
225;7,04485306692384E+24;1,02505142177415E+24;102,6102;20,91504;13;405,5347;False
226;5,34406499271008E+24;1,37513030802839E+24;93,23177;18,82275;13;403,8363;False
227;3,22501601982978E+24;5,93389707972529E+23;64,04353;10,16211;13;405,0177;False
228;2,03529527840851E+24;6,59759656544116E+23;65,33971;12,68164;13;404,159;False
229;1,82075906837052E+24;3,33522212723932E+23;79,8408;20,88037;13;406,4762;False
230;2,02744964756966E+24;6,30562663050656E+23;79,20625;19,60645;13;406,4762;False
231;7,64134410098755E+24;7,51987234162421E+23;107,0145;21,98486;13;402,1382;False
232;2,66231192691932E+24;4,30467708559722E+23;85,39335;20,75732;13;406,8827;False
233;8,86542853254475E+24;8,10940934728987E+23;135,0284;35,30225;13;407,2642;False
234;2,81646848483955E+24;5,0143894723409E+23;62,03429;10,0083;13;405,4456;False
235;2,55808061714346E+24;2,62573522559148E+23;62,76215;10,67432;13;406,0632;False
236;5,31205700943843E+24;4,55555146785713E+23;81,51527;14,15039;13;405,9003;False
237;3,74243105019627E+24;6,76812734591262E+23;76,39449;14,15527;13;407,2976;False
238;3,96097740945766E+24;7,73776260054381E+23;78,9572;14,94287;13;408,8233;False
239;1,16936931337587E+25;1,11851532144712E+24;107,2655;19,05322;13;409,1815;False
240;1,74124547331622E+25;1,43315955294808E+24;123,9236;22,31641;13;409,1815;False
241;9,13727531765525E+24;9,68049767696851E+23;92,69347;15,27979;13;409,1815;False
242;4,36925573727656E+24;7,10556195955221E+23;78,1146;14,05371;13;409,1081;False
